"batch","id","title","line","section","catalog_status","upload_state","image_repo_path","image_absolute_path","products","tags","slogan","copy","target_href"
"submitted-batch-08","accessory-beanie-nightcore-top","Nightcore Beanie Top Upload","Accessories","Accessoires","Top Upload","submitted","store-assets/variants/accessory-dr-retro-cap.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/accessory-dr-retro-cap.png","Beanie | Rib Beanie | Winter Set","Accessoire | Top Upload | Beanie","Kleines Branding, klare Linie.","Beanie fuer kalte Clubnaechte mit ruhigem Frontlogo und starker Kombinierbarkeit.","/shop.html#accessoires"
"submitted-batch-08","accessory-bottle-raveflow-ready","Raveflow Bottle Upload","Accessories","Accessoires","Uploadbereit","submitted","store-assets/variants/mrs-front-signature.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/mrs-front-signature.png","Bottle | Thermo Bottle | Gift Bundle","Accessoire | Uploadbereit | Bottle","Hydration trifft Brandcode.","Bottle-Linie als praktisches Community-Piece fuer Eventtage, Reisen und Studioeinsaetze.","/shop.html#accessoires"
"submitted-batch-08","accessory-keyring-duallogo","Dual Logo Keyring","Accessories","Accessoires","Geplant","submitted","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-two-hearts.png","Keyring | Metal Keychain | Mini Bundle","Accessoire | Geplant | Keyring","Kleines Detail mit Wiedererkennung.","Keyring fuer schnelle Add-ons im Shop und als preisnahes Community-Merch.","/shop.html#accessoires"
"submitted-batch-08","special-fan-card-limited","Founders Fan Card","Special Merch","Special","Special Drop","submitted","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-verheiratet.png","Fan Card | Collector Set | Limited Bundle","Special | Collector | Limited","Limitiert fuer die fruehe Community.","Collector-Karte fuer Sonderaktionen, Signings und kleine Drop-Bundles ausserhalb klassischer POD-Strecken.","/kontakt.html"
"submitted-batch-08","special-lanyard-clubpass","Clubpass Lanyard","Special Merch","Special","Konzept","submitted","store-assets/variants/dr-back-logo.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-back-logo.png","Lanyard | Passholder | Event Bundle","Special | Event | Limited","Sondermerch fuer Eventtage.","Lanyard-Linie fuer Meetups, Backstage-Formate und Community-Events mit klarer Markenfuehrung.","/kontakt.html"
"submitted-batch-08","dr-overshirt-nightline-top","Nightline Overshirt Top Upload","Dr. Gray","Herren","Top Upload","submitted","store-assets/variants/dr-back-logo.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-back-logo.png","Overshirt | Light Jacket | Shirt Jacket","Herren | Top Upload | Layer","Cleanes Layer, harter Kern.","Overshirt-Variante fuer dunkle Street- und Clubfits mit klarer Frontachse und technischer Dr.-Gray-Kante.","/shop.html#herren-kollektion"
"submitted-batch-08","dr-tee-druckpunkt-upload","Druckpunkt Tee Upload","Dr. Gray","Herren","Uploadbereit","submitted","store-assets/variants/dr-front-kein-mainstream.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-front-kein-mainstream.png","Classic Tee | Heavy Tee | Premium Tee","Herren | Uploadbereit | Frontprint","Kompromisslos auf Frontwirkung gebaut.","Uploadbereiter Tee fuer die naechste Herren-Welle mit klarer Lesbarkeit und ruhigem Backprint-Raum.","/shop.html#herren-kollektion"
"submitted-batch-08","mrs-polo-signature-top","Signature Polo Top Upload","Mrs. Dr. Gray","Damen","Top Upload","submitted","store-assets/variants/mrs-front-signature.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/mrs-front-signature.png","Women Polo | Premium Polo | Longsleeve Polo","Damen | Top Upload | Polo","Serioes, weiblich und praezise.","Polo-Linie mit klarem Mrs.-Fokus fuer Eventtage und Club-nahe Looks ohne billige Effekte.","/shop.html#damen-kollektion"
"submitted-batch-08","mrs-longsleeve-louder-upload","Liebe Lauter Longsleeve Upload","Mrs. Dr. Gray","Damen","Uploadbereit","submitted","store-assets/variants/mrs-front-liebe-lauter.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/mrs-front-liebe-lauter.png","Longsleeve | Heavy Longsleeve | Fitted Tee","Damen | Uploadbereit | Longsleeve","Frech im Claim, clean im Aufbau.","Langarm-Variante fuer kuehlere Naechte mit sichtbarer Mrs.-Dominanz und stimmiger Typo-Hierarchie.","/shop.html#damen-kollektion"
"submitted-batch-08","couple-tee-vow-top","Vow Tee Top Upload","Couple","Couple","Top Upload","submitted","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-verheiratet.png","Couple Tee | 2er Set | Premium Tee","Couple | Top Upload | Symmetry","Nähe und Szene in einer Achse.","Top-Upload-Couple-Tee mit sauberer Symmetrie und ruhiger Frontlogik fuer eure gemeinsame Linie.","/shop.html#couple-edition"
