"batch","id","title","line","section","catalog_status","upload_state","image_repo_path","image_absolute_path","products","tags","slogan","copy","target_href"
"submitted-batch-04","couple-rainproof-tee","Rainproof Couple Tee","Couple Edition","Couple","Prioritaet","submitted","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-two-hearts.png","Couple Tee Set | Couple Hoodie | Night Edition","Couple | Rain Neon | Night Drop","Naehe unter Druck, nicht unter Zucker.","Das Rain-Neon-Bild schiebt Couple-Energie in eine duestere Clubsprache. Perfekt fuer Shirt-Set, Hoodie-Set oder eine limitierte Night-Edition.","/shop.html#couple-edition"
"submitted-batch-04","couple-daylight-hoodie","Daylight Duo Hoodie","Couple Edition","Couple","In Vorbereitung","submitted","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-verheiratet.png","Hoodie Set | Crewneck Set | Casual Bundle","Couple | Clean | Lifestyle","Echt im Blick, klar in der Linie.","Fuer die weichere Couple-Schiene ohne Kitsch: cleanes Frontmotiv, ruhiger Rueckenprint und Bildsprache mit echtem Duo-Charakter.","/shop.html#couple-edition"
"submitted-batch-04","couple-equal-heights-tee","Equal Heights Couple Tee","Couple Edition","Couple","Geplant","submitted","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-two-hearts.png","2er Tee Set | 2er Longsleeve Set | Event Duo Pack","Couple | Symmetrie | Logo-Hoehe","Symmetrie statt Zufall.","Duo-Shirt mit exakt gleich hohen Logos, sauberer Mittelachse und ruhigem Rueckenclaim. Emotional im Kern, praezise in der Gestaltung.","/shop.html#couple-edition"
"submitted-batch-04","couple-b2b-tee-set","B2B Couple Tee Set","Couple Edition","Couple","Geplant","submitted","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-two-hearts.png","2er Tee Set | 2er Hoodie Set | 2er Longsleeve Set","Couple | B2B | Symmetrie","Zwei Looks, ein Takt.","Set mit gespiegelt gesetzten Frontclaims und optionalen Rueckenlogos auf identischer Hoehe. Emotional, aber klar ohne Kitsch.","/shop.html#couple-edition"
"submitted-batch-04","couple-split-signal-hoodie","Split Signal Hoodie Set","Couple Edition","Couple","In Vorbereitung","submitted","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-verheiratet.png","Hoodie Set | Crewneck Set | Night Bundle","Couple | Hoodie | Signal","Getrennte Fronts, gemeinsamer Rueckenschub.","Beide Hoodies bleiben in derselben visuellen Hoehe und teilen sich einen konsistenten Backprint-Rhythmus fuer starke Paarfotos.","/shop.html#couple-edition"
"submitted-batch-04","couple-vows-techno-crew","Vows over Noise Crew Set","Couple Edition","Couple","Konzept","submitted","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-two-hearts.png","Crewneck Set | Longsleeve Set | Event Duo Pack","Couple | Crewneck | Underground Love","Verbunden in Haltung, nicht in Kitsch.","Crewneck-Pair mit ruhiger Front und kontrollierter Rueckenachse. Die Linie bleibt emotional und gleichzeitig klar technoid.","/shop.html#couple-edition"
"submitted-batch-04","couple-tee-synchronized","Synchronized Couple Tee","Couple Edition","Couple","Geplant","submitted","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-two-hearts.png","2er Tee Set | 2er Longsleeve Set | Couple Pack","Couple | Symmetrie | Tee Set","Geteilte Energie, klare Symmetrie.","Zweiteiliges Tee-Set mit gespiegelt gesetzten Hooks und identischer Logo-Hoehe fuer echte Duo-Optik.","/shop.html#couple-edition"
"submitted-batch-04","couple-hoodie-nightvows","Night Vows Hoodie Set","Couple Edition","Couple","In Vorbereitung","submitted","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-verheiratet.png","Hoodie Set | Heavy Hoodie Set | Night Bundle","Couple | Hoodie | Night Drop","Verbunden, druckvoll und null kitschig.","Hoodie-Pair fuer duestere Clubnaechte mit klar getrennten Fronts und gemeinsamer Rueckensprache.","/shop.html#couple-edition"
"submitted-batch-04","couple-longsleeve-equaltempo","Equal Tempo Longsleeve Set","Couple Edition","Couple","Geplant","submitted","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-two-hearts.png","Longsleeve Set | Tee Set | Crew Set","Couple | Longsleeve | Equal","Zwei Personen, eine Linienfuehrung.","Langarm-Set mit ruhiger Front und kontrollierter Backprint-Achse fuer emotionale, aber praezise Couple-Looks.","/shop.html#couple-edition"
"submitted-batch-04","couple-crew-echopair","Echo Pair Crewneck","Couple Edition","Couple","Konzept","submitted","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-verheiratet.png","Crewneck Set | Sweat Set | Gift Duo","Couple | Crewneck | Duo","Nah im Gefuehl, klar im Build.","Crewneck-Set mit cleaner Front, abgestimmtem Rueckenclaim und sauberer Typohierarchie auf beiden Teilen.","/shop.html#couple-edition"
"submitted-batch-04","couple-tee-vows-ready","Vows Tee Set Ready","Couple Edition","Couple","Uploadbereit","submitted","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-verheiratet.png","2x Unisex Tee | 2x Premium Tee | 2x Longsleeve","Couple | Shirtee Ready | Tee Set","Echt verbunden, klar inszeniert.","Couple-Tee-Set mit spiegelnder Frontlogik und identischer Logo-Hoehe fuer schnellen Shirtee-Upload.","/shop.html#couple-edition"
"submitted-batch-04","couple-hoodie-equal-ready","Equal Hoodie Set Ready","Couple Edition","Couple","Uploadbereit","submitted","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-two-hearts.png","2x Unisex Hoodie | 2x Zip Hoodie | 2x Sweatshirt","Couple | Shirtee Ready | Hoodie Set","Zwei Logos, eine klare Achse.","Hoodie-Set fuer naechsten Couple-Drop mit sauberer Symmetrie und kontrollierter Druckflaeche.","/shop.html#couple-edition"
"submitted-batch-04","couple-longsleeve-b2b-ready","B2B Longsleeve Set Ready","Couple Edition","Couple","Uploadbereit","submitted","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-verheiratet.png","2x Longsleeve | 2x Heavy Longsleeve | 2x Tee","Couple | Shirtee Ready | Longsleeve Set","Duo-Flow ohne Kitsch.","Langarm-Set mit ruhigen Fronts und abgestimmtem Rueckenclaim fuer starke Paarfotos.","/shop.html#couple-edition"
"submitted-batch-04","couple-sweat-rhythm-ready","Rhythm Sweat Set Ready","Couple Edition","Couple","Uploadbereit","submitted","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-two-hearts.png","2x Sweatshirt | 2x Crewneck | 2x Hoodie","Couple | Shirtee Ready | Sweat Set","Gemeinsame Energie, klare Linie.","Sweatshirt-Pair mit cleaner Front und homogener Typo fuer alltagstaugliche Couple-Drops.","/shop.html#couple-edition"
"submitted-batch-04","couple-tee-beat-top","Couple in Love Tee Set Top Upload","Couple Edition","Couple","Top Upload","submitted","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-verheiratet.png","2x Unisex Tee | 2x Premium Tee | 2x Longsleeve","Couple | Top Upload | Tee Set","Symmetrie zuerst, alles andere danach.","Top-Upload-Tee-Set mit sauber gesetzten Logos auf gleicher Hoehe und klaren Front-Hooks.","/shop.html#couple-edition"
"submitted-batch-04","couple-hoodie-rhythm-top","Rhythm Hoodie Set Top Upload","Couple Edition","Couple","Top Upload","submitted","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-two-hearts.png","2x Unisex Hoodie | 2x Zip Hoodie | 2x Sweatshirt","Couple | Top Upload | Hoodie Set","Duo-Look mit klarer Mittelachse.","Hoodie-Paar fuer schnelle Launch-Welle mit kontrollierter Druckflaeche und ruhiger Typo.","/shop.html#couple-edition"
"submitted-batch-04","couple-longsleeve-vibe-top","His Beat Her Vibe Top Upload","Couple Edition","Couple","Top Upload","submitted","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-verheiratet.png","2x Longsleeve | 2x Heavy Longsleeve | 2x Tee","Couple | Top Upload | Longsleeve Set","Emotional, aber nicht kitschig.","Langarm-Couple-Set als uploadstarke Einstiegsvariante fuer schnelle Kampagnen-Freigaben.","/shop.html#couple-edition"
"submitted-batch-04","couple-tee-rainline-top","Rainline Tee Set Top Upload","Couple Edition","Couple","Top Upload","submitted","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-two-hearts.png","2x Unisex Tee | 2x Premium Tee | 2x Heavy Tee","Couple | Top Upload | Rainline","Naehe mit Underground-Kante.","Tee-Set fuer schnelle Couple-Welle mit klarer Symmetrie und emotionaler, aber praeziser Bildsprache.","/shop.html#couple-edition"
"submitted-batch-04","couple-hoodie-echoline-top","Echoline Hoodie Set Top Upload","Couple Edition","Couple","Top Upload","submitted","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-two-hearts.png","2x Unisex Hoodie | 2x Zip Hoodie | 2x Sweatshirt","Couple | Top Upload | Echoline","Zwei Teile, ein klarer Takt.","Hoodie-Duo mit ruhiger Front und abgestimmtem Rueckenclaim fuer schnellen Kampagnenstart.","/shop.html#couple-edition"
"submitted-batch-04","couple-sweat-daylight-top","Daylight Sweat Set Top Upload","Couple Edition","Couple","Top Upload","submitted","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/couple-front-verheiratet.png","2x Sweatshirt | 2x Crewneck | 2x Hoodie","Couple | Top Upload | Daylight","Cleaner Duo-Look fuer Alltag und Szene.","Sweat-Set mit ruhiger Typo-Hierarchie und sauberer Logoposition fuer alltagstaugliche Couple-Drops.","/shop.html#couple-edition"
