"batch","id","title","line","section","catalog_status","upload_state","image_repo_path","image_absolute_path","products","tags","slogan","copy","target_href"
"submitted-batch-01","dr-shirt-raw","Treibend. Roh. Ehrlich. Tee","Dr. Gray","Herren","In Vorbereitung","submitted","store-assets/variants/dr-front-kein-mainstream.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-front-kein-mainstream.png","Shirt | Longsleeve | Sleeveless","Herren | Peak Time | Statement","Die Szene-Linie fuer Peak-Time, Afterhour und klare Haltung.","Funktioniert stark auf Shirt, Longsleeve und Sleeveless. Die Typo bleibt gradlinig, das Logo wird nie in den Spruch hineingezogen.","/shop.html#herren-kollektion"
"submitted-batch-01","dr-oversize-bass","Bass im Blut. Oversize","Dr. Gray","Herren","Geplant","submitted","store-assets/variants/dr-front-kein-mainstream.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-front-kein-mainstream.png","Oversize Shirt | Heavy Hoodie | Cap","Herren | Oversize | Dark Gold","Mehr Groove, weniger Deko.","Eine lockerere Herren-Silhouette fuer Oversize Tee, Heavy Hoodie und Cap. Passt zu einer dunklen, mechanischen Techno-Linie.","/shop.html#herren-kollektion"
"submitted-batch-01","dr-shirt-pressure","Druck statt Deko","Dr. Gray","Herren","Geplant","submitted","store-assets/variants/dr-back-logo.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-back-logo.png","Classic Tee | Longsleeve | Beanie","Herren | Underground | Clean","Fuer Leute, die ihren Techno lieber fuehlen als erklaeren.","Ideal fuer ein cleanes Frontmotiv mit technischer Liniengrafik, dazu ein grosses Rueckenlogo oder ein kleines Nackenbranding.","/shop.html#herren-kollektion"
"submitted-batch-01","dr-polo-nightshift","Nightshift Polo","Dr. Gray","Herren","Geplant","submitted","store-assets/variants/dr-back-logo.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-back-logo.png","Polo | Longsleeve Polo | Light Jacket","Herren | Polo | Smart Dark","Polierter als Tee, aber weiter klar in der Techno-Linie.","Ein reduziertes Herren-Polo fuer Clubcrew, Warm-up, Backstage und alle Tage dazwischen. Vorn kleines Dr.-Gray-Branding, hinten optional ein technischer Rueckenclaim.","/shop.html#herren-kollektion"
"submitted-batch-01","dr-shirtline-blackbook","Blackbook Hemd","Dr. Gray","Herren","Konzept","submitted","store-assets/variants/dr-back-logo.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-back-logo.png","Hemd | Overshirt | Light Shirt Jacket","Herren | Hemd | Clean","Sauber, dunkel und ohne Mainstream-Geste.","Fuer ein edleres Herren-Piece mit minimalem Frontlogo und gerader Linie. Perfekt fuer Hemd, Overshirt oder dunklere Drop-Variante.","/shop.html#herren-kollektion"
"submitted-batch-01","dr-longsleeve-pressure","Pressure Longsleeve","Dr. Gray","Herren","Geplant","submitted","store-assets/variants/dr-front-treibend-roh-ehrlich.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-front-treibend-roh-ehrlich.png","Longsleeve | Heavy Longsleeve | Layer Tee","Herren | Longsleeve | Dark","Mehr Strecke im Look, dieselbe klare Haltung.","Ein technischer Longsleeve fuer kalte Clubnaechte, reduzierte Fronts und kleine Backprint-Nackenloesungen.","/shop.html#herren-kollektion"
"submitted-batch-01","dr-zip-blackout","Blackout Zip Hoodie","Dr. Gray","Herren","Geplant","submitted","store-assets/variants/dr-back-logo.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-back-logo.png","Zip Hoodie | Heavy Zip | Street Jacket","Herren | Zip | Street","Fuer den dunkleren, cleaneren Street-Fit.","Zipper mit kleinem Frontlogo und grosser Rueckenpraesenz. Ideal fuer Alltag, Club und Travel-Fits.","/shop.html#herren-kollektion"
"submitted-batch-01","dr-tank-raver","Old Dogs Better Raver Tank","Dr. Gray","Herren","Konzept","submitted","store-assets/variants/dr-front-bass-im-blut.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-front-bass-im-blut.png","Tank Top | Sleeveless | Festival Fit","Herren | Tank | Statement","Frecher, direkter und bewusst mit Szenehaken.","Ein Tank fuer heissere Naechte, Sommer-Sets und ironisch-freche Statements ohne albern zu wirken.","/shop.html#herren-kollektion"
"submitted-batch-01","dr-crew-pressuregrid","Pressure Grid Crewneck","Dr. Gray","Herren","In Vorbereitung","submitted","store-assets/variants/dr-front-treibend-roh-ehrlich.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-front-treibend-roh-ehrlich.png","Crewneck | Heavy Sweat | Layer Tee","Herren | Crewneck | Control","Technische Linien, klare Mitte, null Ablenkung.","Crewneck fuer die cleanere Dr.-Gray-Achse mit scharfem Frontclaim und optionalem Nackenprint. Ideal fuer Clubcrew, Warm-up und Travel-Fit.","/shop.html#herren-kollektion"
"submitted-batch-01","dr-hoodie-controlroom","Control Room Hoodie","Dr. Gray","Herren","Geplant","submitted","store-assets/variants/dr-back-logo.png","/Users/martendr.gray/Desktop/DJ-Website-Repo/store-assets/variants/dr-back-logo.png","Heavy Hoodie | Zip Hoodie | Oversize Hoodie","Herren | Control | Backprint","Kontrolle vorne, Druck auf dem Ruecken.","Harter Dr.-Gray-Fit mit kompakter Front und kontrolliertem Backprint. Die Linie bleibt technoid, direkt und ohne visuelle Spielerei.","/shop.html#herren-kollektion"
