"batch","id","title","line","section","catalog_status","upload_state","image_repo_path","image_absolute_path","products","tags","slogan","copy","target_href"
"pending-batch-04","unisex-heavytee-coreloop","Coreloop Heavy Tee","Unisex","Unisex","Geplant","pending","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/unisex-backprint-options.png","Heavy Tee | Classic Tee | Longsleeve","Unisex | Heavy Tee | Choice","Vorne reduziert, hinten klar wahlbar.","Heavy Tee fuer alle, die den cleanen Frontlook wollen und die Richtung erst ueber den Backprint setzen.","/shop.html#unisex-drop"
"pending-batch-04","unisex-crew-switchline","Switchline Crewneck","Unisex","Unisex","In Vorbereitung","pending","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/unisex-backprint-options.png","Crewneck | Heavy Sweat | Light Layer","Unisex | Crewneck | Backprint Wahl","Ein Frontdesign, zwei Ruecken-Charaktere.","Crewneck fuer die modulare Unisex-Linie mit Dr.- oder Mrs.-Backprint als klare Auswahl.","/shop.html#unisex-drop"
"pending-batch-04","unisex-longsleeve-duallabel","Dual Label Longsleeve","Unisex","Unisex","Geplant","pending","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/unisex-backprint-options.png","Longsleeve | Heavy Longsleeve | Layer Tee","Unisex | Longsleeve | Core","Neutral im Fit, klar im Profil.","Langarm-Item mit ruhiger Front und waehlenbarer Rueckenlinie, passend fuer Alltag, Club und Layering.","/shop.html#unisex-drop"
"pending-batch-04","unisex-hoodie-midnightchoice","Midnight Choice Hoodie","Unisex","Unisex","Geplant","pending","store-assets/variants/unisex-backprint-options.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/unisex-backprint-options.png","Unisex Hoodie | Zip Hoodie | Crewneck","Unisex | Hoodie | Flexible Serie","Clean vorne, Entscheidung hinten.","Hoodie fuer eure Community-Linie mit identischem Frontaufbau und freier Rueckenwahl zwischen Dr. Gray und Mrs. Dr. Gray.","/shop.html#unisex-drop"
"pending-batch-04","accessory-tote-techno","Techno mit Herz Tote Bag","Accessories","Accessoires","Geplant","pending","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/couple-front-verheiratet.png","Tote Bag | Stoffbeutel | Gym Bag","Accessoire | Bag | Logo","Alltagstauglich, aber klar im Branding.","Tasche oder Beutel mit sauberem Frontlogo und reduziertem Claim. Perfekt fuer Clubnacht, Alltag und Social Content.","/shop.html#accessoires"
"pending-batch-04","accessory-cap-gray","Dr. Gray Cap","Accessories","Accessoires","Geplant","pending","store-assets/variants/dr-back-logo.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/dr-back-logo.png","Cap | Snapback | Beanie","Accessoire | Cap | Herren","Nur Logo, null Spielerei.","Funktioniert fuer Dad Cap, Snapback oder Beanie. Gerade fuer die Herren-Linie ein guter Einstieg ausserhalb klassischer Shirts.","/shop.html#accessoires"
"pending-batch-04","accessory-cap-retro","Retro Duo Cap","Accessories","Accessoires","In Vorbereitung","pending","store-assets/variants/accessory-dr-retro-cap.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/accessory-dr-retro-cap.png","Retro Cap | Dad Cap | Snapback","Accessoire | Cap | Retro","Oldschool Shape, neue Linie.","Cap mit Retro-Schnitt, klarer Frontstick und kleinem Rueckenzeichen. Funktioniert fuer Herren-, Damen- und Couple-Fits ohne Stilbruch.","/shop.html#accessoires"
"pending-batch-04","accessory-mug-mrs","Mrs. Dr. Gray Mug","Accessories","Accessoires","Geplant","pending","store-assets/variants/mrs-front-zu-wild.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/mrs-front-zu-wild.png","Tasse | Sticker | Handyhuelle","Accessoire | Gift | Mrs.","Kleineres Merch fuer Community und Geschenk-Setups.","Tasse, Sticker oder Handyhuelle mit Mrs.-Branding fuer eine weichere, alltagstaugliche Produktstrecke.","/shop.html#accessoires"
"pending-batch-04","accessory-bag-club","Clubnight Bag","Accessories","Accessoires","Konzept","pending","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/couple-front-verheiratet.png","Weekender | Tasche | Stoffbeutel","Accessoire | Bag | Nightlife","Dunkler Stoff, klares Branding, null Kirmes.","Funktioniert fuer Stoffbeutel, Weekender oder kleinere Alltagstasche mit Duo- oder Einzelbranding.","/shop.html#accessoires"
"pending-batch-04","accessory-beanie-dark","Darkline Beanie","Accessories","Accessoires","Geplant","pending","store-assets/variants/dr-back-logo.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/dr-back-logo.png","Beanie | Fischermuetze | Winter Cap","Accessoire | Beanie | Winter","Nur Logo, nur Winter, null Ballast.","Funktioniert fuer maennlichere und unisexige Fits zugleich und ist eine starke Ergaenzung zu Hoodie- und Jacket-Drops.","/shop.html#accessoires"
