"batch","id","title","line","section","catalog_status","upload_state","image_repo_path","image_absolute_path","products","tags","slogan","copy","target_href"
"pending-batch-03","couple-rainproof-tee","Rainproof Couple Tee","Couple Edition","Couple","Prioritaet","pending","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/couple-front-two-hearts.png","Couple Tee Set | Couple Hoodie | Night Edition","Couple | Rain Neon | Night Drop","Naehe unter Druck, nicht unter Zucker.","Das Rain-Neon-Bild schiebt Couple-Energie in eine duestere Clubsprache. Perfekt fuer Shirt-Set, Hoodie-Set oder eine limitierte Night-Edition.","/shop.html#couple-edition"
"pending-batch-03","couple-daylight-hoodie","Daylight Duo Hoodie","Couple Edition","Couple","In Vorbereitung","pending","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/couple-front-verheiratet.png","Hoodie Set | Crewneck Set | Casual Bundle","Couple | Clean | Lifestyle","Echt im Blick, klar in der Linie.","Fuer die weichere Couple-Schiene ohne Kitsch: cleanes Frontmotiv, ruhiger Rueckenprint und Bildsprache mit echtem Duo-Charakter.","/shop.html#couple-edition"
"pending-batch-03","couple-equal-heights-tee","Equal Heights Couple Tee","Couple Edition","Couple","Geplant","pending","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/couple-front-two-hearts.png","2er Tee Set | 2er Longsleeve Set | Event Duo Pack","Couple | Symmetrie | Logo-Hoehe","Symmetrie statt Zufall.","Duo-Shirt mit exakt gleich hohen Logos, sauberer Mittelachse und ruhigem Rueckenclaim. Emotional im Kern, praezise in der Gestaltung.","/shop.html#couple-edition"
"pending-batch-03","couple-b2b-tee-set","B2B Couple Tee Set","Couple Edition","Couple","Geplant","pending","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/couple-front-two-hearts.png","2er Tee Set | 2er Hoodie Set | 2er Longsleeve Set","Couple | B2B | Symmetrie","Zwei Looks, ein Takt.","Set mit gespiegelt gesetzten Frontclaims und optionalen Rueckenlogos auf identischer Hoehe. Emotional, aber klar ohne Kitsch.","/shop.html#couple-edition"
"pending-batch-03","couple-split-signal-hoodie","Split Signal Hoodie Set","Couple Edition","Couple","In Vorbereitung","pending","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/couple-front-verheiratet.png","Hoodie Set | Crewneck Set | Night Bundle","Couple | Hoodie | Signal","Getrennte Fronts, gemeinsamer Rueckenschub.","Beide Hoodies bleiben in derselben visuellen Hoehe und teilen sich einen konsistenten Backprint-Rhythmus fuer starke Paarfotos.","/shop.html#couple-edition"
"pending-batch-03","couple-vows-techno-crew","Vows over Noise Crew Set","Couple Edition","Couple","Konzept","pending","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/couple-front-two-hearts.png","Crewneck Set | Longsleeve Set | Event Duo Pack","Couple | Crewneck | Underground Love","Verbunden in Haltung, nicht in Kitsch.","Crewneck-Pair mit ruhiger Front und kontrollierter Rueckenachse. Die Linie bleibt emotional und gleichzeitig klar technoid.","/shop.html#couple-edition"
"pending-batch-03","couple-tee-synchronized","Synchronized Couple Tee","Couple Edition","Couple","Geplant","pending","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/couple-front-two-hearts.png","2er Tee Set | 2er Longsleeve Set | Couple Pack","Couple | Symmetrie | Tee Set","Geteilte Energie, klare Symmetrie.","Zweiteiliges Tee-Set mit gespiegelt gesetzten Hooks und identischer Logo-Hoehe fuer echte Duo-Optik.","/shop.html#couple-edition"
"pending-batch-03","couple-hoodie-nightvows","Night Vows Hoodie Set","Couple Edition","Couple","In Vorbereitung","pending","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/couple-front-verheiratet.png","Hoodie Set | Heavy Hoodie Set | Night Bundle","Couple | Hoodie | Night Drop","Verbunden, druckvoll und null kitschig.","Hoodie-Pair fuer duestere Clubnaechte mit klar getrennten Fronts und gemeinsamer Rueckensprache.","/shop.html#couple-edition"
"pending-batch-03","couple-longsleeve-equaltempo","Equal Tempo Longsleeve Set","Couple Edition","Couple","Geplant","pending","store-assets/variants/couple-front-two-hearts.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/couple-front-two-hearts.png","Longsleeve Set | Tee Set | Crew Set","Couple | Longsleeve | Equal","Zwei Personen, eine Linienfuehrung.","Langarm-Set mit ruhiger Front und kontrollierter Backprint-Achse fuer emotionale, aber praezise Couple-Looks.","/shop.html#couple-edition"
"pending-batch-03","couple-crew-echopair","Echo Pair Crewneck","Couple Edition","Couple","Konzept","pending","store-assets/variants/couple-front-verheiratet.png","/Users/martendr.gray/Documents/New project/DJ-Website/store-assets/variants/couple-front-verheiratet.png","Crewneck Set | Sweat Set | Gift Duo","Couple | Crewneck | Duo","Nah im Gefuehl, klar im Build.","Crewneck-Set mit cleaner Front, abgestimmtem Rueckenclaim und sauberer Typohierarchie auf beiden Teilen.","/shop.html#couple-edition"
